1e-07,4.454100757570613,0.981,0.9656
2.1e-06,4.347961884984638,0.9797,0.9666
4.1e-06,4.950282026107479,0.9784,0.9632
6.1e-06,5.7692446562052355,0.9803,0.9676
8.1e-06,7.252339199395322,0.9803,0.9644
1.01e-05,6.580977239907653,0.9799,0.967
1.2100000000000001e-05,8.386789648878159,0.9809,0.9649
1.41e-05,7.37648118258853,0.9795,0.968
1.61e-05,9.273366984339503,0.9811,0.9685
1.81e-05,8.292392563384407,0.9763,0.9639
2.0099999999999997e-05,10.048970807203165,0.9784,0.9625
2.21e-05,11.581185131909708,0.9797,0.9655
2.41e-05,8.853928124700628,0.9823,0.9688
2.6099999999999997e-05,11.738826990836438,0.9793,0.9652
2.81e-05,11.500458818394646,0.9811,0.9667
3.0099999999999996e-05,10.780957045060727,0.9797,0.9683
3.21e-05,9.99026089748802,0.9789,0.9635
3.41e-05,11.552715792110803,0.9795,0.9654
3.61e-05,12.761847710950553,0.9795,0.9669
3.81e-05,12.216542421230342,0.978,0.9609
4.01e-05,13.662297194120832,0.9799,0.967
4.21e-05,12.852971624552495,0.9773,0.964
4.41e-05,12.740128055033344,0.9801,0.9669
4.61e-05,11.620144072029317,0.9785,0.9617
4.8100000000000004e-05,13.349084877786616,0.9808,0.9678
5.01e-05,11.935779520483784,0.9804,0.9641
1.0,45.91039267941642,0.925,0.8965
0.7916819159263009,48.00071198456501,0.9304,0.9024
0.6267602560047386,46.384565543114014,0.939,0.9134
0.4961947603002903,47.556266476993656,0.9415,0.9145
0.39282841850712547,46.93298429151136,0.9451,0.9077
0.31099515499401986,46.891441359300686,0.9535,0.917
0.24620924014946255,46.34726489022723,0.9539,0.9231
0.19491940296028523,44.77938573584834,0.9543,0.9243
0.1543141663868093,42.38318487721689,0.9582,0.9228
0.12216773489967918,43.900011533518175,0.9625,0.9341
0.09671798642975443,42.958073220750634,0.9617,0.9253
0.07656988080124197,40.928510231144536,0.9629,0.9241
0.06061898993497572,41.51457949692473,0.9643,0.9332
0.04799095809323873,41.7980095243674,0.9634,0.927
0.037993573650394054,42.728931150152405,0.9613,0.9348
0.03007882518043099,38.67598615092501,0.9654,0.9414
0.023812861947655868,38.56015307888239,0.9668,0.9352
0.018852212170408705,44.57231259640952,0.9684,0.9416
0.014924955450518291,39.76122281766021,0.97,0.9392
0.011815817326181009,40.161706025456056,0.9662,0.9333
0.009354368899026163,40.61346590233626,0.97,0.9429
0.007405684692262435,42.3365200806665,0.9688,0.945
0.005862946645916403,37.712546699802964,0.9696,0.9405
0.004641588833612777,41.37604175748551,0.9709,0.9452
0.003674661940736688,42.16732996736702,0.972,0.95
0.00290916340562388,42.09550457734101,0.9691,0.9434
0.002303132058706996,39.62378615104069,0.9736,0.9501
0.0018233480008684403,36.07554599561134,0.9729,0.95
0.0014435116387279175,31.859510485346632,0.9742,0.9556
0.001142802059810032,37.694074907697356,0.974,0.957
0.0009047357242349293,36.26984828807961,0.9746,0.9552
0.0007162629115692782,31.404281573623823,0.9743,0.9551
0.0005670523941381169,34.219643486924014,0.9758,0.9538
0.0004489251258218603,32.32236705492294,0.9744,0.9557
0.0003554059037181061,24.694457972721978,0.9748,0.9597
0.0002813684267870686,23.556699998203456,0.9775,0.9607
0.00022275429519995563,24.211154566703684,0.9773,0.9644
0.0001763505472047137,22.148470357777853,0.9801,0.9642
0.0001396135390856793,22.50654824861557,0.9729,0.9542
0.0001105295141126021,22.386649049751078,0.9755,0.9565
8.750421749906794e-05,17.10746974419995,0.978,0.963
6.927550656129393e-05,14.325779669947236,0.9758,0.9589
5.484416576121015e-05,12.888548854811853,0.9791,0.9638
4.341913422721444e-05,12.954330162633205,0.978,0.9658
3.43741433728624e-05,10.429184266417831,0.978,0.969
2.7213387683753087e-05,11.585591290496215,0.9777,0.9622
2.1544346900318823e-05,8.596709228937911,0.9808,0.9663
1.705626983142525e-05,8.596129990266256,0.9785,0.9651
1.3503140378698721e-05,7.307224353016231,0.9809,0.9668
1.0690192046030011e-05,8.546291448690551,0.9806,0.9669
8.463231720621134e-06,6.348024274983866,0.977,0.9629
6.700187503509577e-06,6.702336949336418,0.9811,0.9629
5.304417279843926e-06,6.839061161288029,0.9783,0.9619
4.1994112349794215e-06,5.830492409253946,0.9789,0.9621
3.3245979322709383e-06,5.582779716814808,0.9807,0.9696
