5.0000500000000005e-06,3.2800622776585393,0.982,0.9686
2.5000750000000004e-06,3.212016839157763,0.9808,0.9628
1.2500875e-06,1.9177942237035583,0.9786,0.9613
6.2509375e-07,1.592357403513545,0.9814,0.9643
3.12596875e-07,2.3963498871468993,0.9795,0.9674
1.5634843750000002e-07,1.7740221948551713,0.983,0.9695
7.822421875000001e-08,1.9955309431051238,0.9793,0.9646
3.9162109375e-08,1.479246037885061,0.9797,0.9627
1.9631054687500002e-08,1.3471312472306622,0.9796,0.967
9.865527343750001e-09,2.1009763567418682,0.9823,0.9678
4.982763671875e-09,2.5406972214924424,0.9809,0.9684
2.5413818359375002e-09,1.3242054632394544,0.9796,0.9623
1.3206909179687501e-09,2.3040591563196258,0.9797,0.967
7.103454589843751e-10,2.000323541491719,0.9808,0.9672
4.0517272949218753e-10,1.5940130431386443,0.98,0.9665
2.5258636474609375e-10,2.311768638505865,0.9816,0.9686
1.7629318237304688e-10,2.5799365674059045,0.9802,0.9659
1.3814659118652345e-10,1.8405454238723689,0.9803,0.9642
1.1907329559326172e-10,2.0001084076563838,0.9785,0.9638
1.0953664779663087e-10,1.3189629424977785,0.9784,0.9625
1.0476832389831544e-10,2.0378416699889423,0.9796,0.965
1.0238416194915773e-10,2.52840082195538,0.9807,0.967
1.0119208097457887e-10,2.356292738554549,0.981,0.9653
1.0059604048728944e-10,2.987592486078606,0.9796,0.9667
1.0029802024364473e-10,2.5142026383616294,0.9809,0.9669
1.0014901012182237e-10,1.6925332353751572,0.9803,0.9622
1.0007450506091118e-10,1.8176943930521463,0.9785,0.9658
1.0003725253045559e-10,2.3669413316750814,0.9814,0.9689
1.0001862626522779e-10,1.9316118053029523,0.9771,0.958
1.0000931313261389e-10,2.3747015767411495,0.9819,0.9694
1.0000465656630694e-10,1.8763074599257483,0.98,0.9673
1.0000232828315348e-10,2.278002204317121,0.9799,0.9663
1.0000116414157673e-10,2.0754628093337137,0.9788,0.963
1.0000058207078836e-10,1.3833416544543249,0.9793,0.9644
1.0000029103539419e-10,2.3172662148288485,0.9805,0.9674
1.000001455176971e-10,2.179134808136069,0.9801,0.9674
1.0000007275884855e-10,0.9079946685015112,0.9787,0.9631
1.0000010913827282e-10,2.2047099017048932,0.9787,0.9643
1.0000009094856069e-10,1.727889336680263,0.9806,0.9667
1.0000008185370462e-10,1.5219038024937661,0.9819,0.9668
1.0000007730627658e-10,1.416919440619107,0.9822,0.9703
1.0000007503256256e-10,1.6111087259830712,0.9801,0.9649
1.0000007389570555e-10,1.4584429497160158,0.9825,0.9696
1.0000007332727705e-10,1.9707968216520937,0.981,0.9664
1.0000007304306279e-10,2.493925902221753,0.9806,0.9646
1.0000007290095567e-10,1.491945980511058,0.9754,0.9606
1.0000007282990211e-10,1.4243873856979767,0.9814,0.9649
1.0000007279437533e-10,1.383636479883337,0.9811,0.9697
1.0000007277661194e-10,2.8108125337447953,0.9811,0.9606
1.0000007276773024e-10,2.1700474040687916,0.9809,0.9697
